date,stock_code,total_score
2025-02-20,603160,0.0
2025-02-20,688018,0.0
2025-02-20,688099,0.0
2025-02-20,688608,0.0104
2025-02-20,603501,0.0414
2025-02-20,002281,0.0
2025-02-20,300502,0.0
2025-02-20,300308,0.0
2025-02-20,000977,0.0
2025-02-20,000938,0.0
2025-02-20,603019,0.0
2025-02-20,600100,0.0
2025-02-20,002261,0.0
2025-02-20,300857,0.0011
2025-02-20,300442,0.0001
2025-02-20,300383,0.0038
2025-02-20,002230,0.0
2025-02-20,300418,0.0
2025-02-20,300002,0.0
2025-02-20,688615,0.0
2025-02-20,002555,0.0
2025-02-20,002415,0.0
2025-02-20,002236,0.0
2025-02-20,688322,0.0
2025-02-20,688475,0.0
2025-02-20,300454,0.0
2025-02-20,002065,0.0
2025-02-20,002152,0.0
2025-02-20,600845,0.0
2025-02-20,688568,0.0
2025-02-20,000032,0.0
2025-02-20,600536,0.0
2025-02-20,688111,0.0
2025-02-20,600588,0.0
2025-02-20,300496,0.0
2025-02-20,601360,0.0
2025-02-20,002920,0.0
2025-02-20,600699,0.0
2025-02-20,603486,0.0
2025-02-20,688169,0.0
2025-02-20,002402,0.0
2025-02-21,688256,0.0009
2025-02-21,688008,0.0
2025-02-21,688385,0.0
2025-02-21,688521,0.0
2025-02-21,300474,0.0
2025-02-21,603893,0.0
2025-02-21,300223,0.0
2025-02-21,301536,0.0
2025-02-21,300458,0.0
2025-02-21,603160,0.0
2025-02-21,688018,0.0
2025-02-21,688099,0.0
2025-02-21,688608,0.0084
2025-02-21,603501,0.0337
2025-02-21,002281,0.0
2025-02-21,300502,0.0
2025-02-21,300308,0.0
2025-02-21,000977,0.0
2025-02-21,000938,0.0
2025-02-21,603019,0.0
2025-02-21,600100,0.0
2025-02-21,002261,0.0
2025-02-21,300857,0.0009
2025-02-21,300442,0.0001
2025-02-21,300383,0.003
2025-02-21,002230,0.0
2025-02-21,300418,0.0
2025-02-21,300002,0.0
2025-02-21,688615,0.0
2025-02-21,002555,0.0
2025-02-21,002415,0.0
2025-02-21,002236,0.0
2025-02-21,688322,0.0
2025-02-21,688475,0.0
2025-02-21,300454,0.0
2025-02-21,002065,0.0
2025-02-21,002152,0.0
2025-02-21,600845,0.0
2025-02-21,688568,0.0
2025-02-21,000032,0.0
2025-02-21,600536,0.0
2025-02-21,688111,0.0
2025-02-21,600588,0.0
2025-02-21,300496,0.0
2025-02-21,601360,0.0
2025-02-21,002920,0.0
2025-02-21,600699,0.0
2025-02-21,603486,0.0
2025-02-21,688169,0.0
2025-02-21,002402,0.0
2025-02-22,688256,0.0007
2025-02-22,688008,0.0
2025-02-22,688385,0.0
2025-02-22,688521,0.0
2025-02-22,300474,0.0
2025-02-22,603893,0.0
2025-02-22,300223,0.0
2025-02-22,301536,0.0
2025-02-22,300458,0.0
2025-02-22,603160,0.0
2025-02-22,688018,0.0
2025-02-22,688099,0.0
2025-02-22,688608,0.0067
2025-02-22,603501,0.0273
2025-02-22,002281,0.0
2025-02-22,300502,0.0
2025-02-22,300308,0.0
2025-02-22,000977,0.0
2025-02-22,000938,0.0
2025-02-22,603019,0.0
2025-02-22,600100,0.0
2025-02-22,002261,0.0
2025-02-22,300857,0.0007
2025-02-22,300442,0.0
2025-02-22,300383,0.0024
2025-02-22,002230,0.0
2025-02-22,300418,0.0
2025-02-22,300002,0.0
2025-02-22,688615,0.0
2025-02-22,002555,0.0
2025-02-22,002415,0.0
2025-02-22,002236,0.0
2025-02-22,688322,0.0
2025-02-22,688475,0.0
2025-02-22,300454,0.0
2025-02-22,002065,0.0
2025-02-22,002152,0.0
2025-02-22,600845,0.0
2025-02-22,688568,0.0
2025-02-22,000032,0.0
2025-02-22,600536,0.0
2025-02-22,688111,0.0
2025-02-22,600588,0.0
2025-02-22,300496,0.0
2025-02-22,601360,0.0
2025-02-22,002920,0.0
2025-02-22,600699,0.0
2025-02-22,603486,0.0
2025-02-22,688169,0.0
2025-02-22,002402,0.0
2025-02-23,688256,0.0006
2025-02-23,688008,0.0
2025-02-23,688385,0.0
2025-02-23,688521,0.0
2025-02-23,300474,0.0
2025-02-23,603893,0.0
2025-02-23,300223,0.0
2025-02-23,301536,0.0
2025-02-23,300458,0.0
2025-02-23,603160,0.0
2025-02-23,688018,0.0
2025-02-23,688099,0.0
2025-02-23,688608,0.0054
2025-02-23,603501,0.022
2025-02-23,002281,0.0
2025-02-23,300502,0.0
2025-02-23,300308,0.0
2025-02-23,000977,0.0
2025-02-23,000938,0.0
2025-02-23,603019,0.0
2025-02-23,600100,0.0
2025-02-23,002261,0.0
2025-02-23,300857,0.0006
2025-02-23,300442,0.0
2025-02-23,300383,0.0019
2025-02-23,002230,0.0
2025-02-23,300418,0.0
2025-02-23,300002,0.0
2025-02-23,688615,0.0
2025-02-23,002555,0.0
2025-02-23,002415,0.0
2025-02-23,002236,0.0
2025-02-23,688322,0.0
2025-02-23,688475,0.0
2025-02-23,300454,0.0
2025-02-23,002065,0.0
2025-02-23,002152,0.0
2025-02-23,600845,0.0
2025-02-23,688568,0.0
2025-02-23,000032,0.0
2025-02-23,600536,0.0
2025-02-23,688111,0.0
2025-02-23,600588,0.0
2025-02-23,300496,0.0
2025-02-23,601360,0.0
2025-02-23,002920,0.0
2025-02-23,600699,0.0
2025-02-23,603486,0.0
2025-02-23,688169,0.0
2025-02-23,002402,0.0
2025-02-24,688256,0.0005
2025-02-24,688008,0.0
2025-02-24,688385,0.0
2025-02-24,688521,0.0
2025-02-24,300474,0.0
2025-02-24,603893,0.0
2025-02-24,300223,0.0
2025-02-24,301536,0.0
2025-02-24,300458,0.0
2025-02-24,603160,0.0
2025-02-24,688018,0.0
2025-02-24,688099,0.0
2025-02-24,688608,0.0043
2025-02-24,603501,0.0178
2025-02-24,002281,0.0
2025-02-24,300502,0.0
2025-02-24,300308,0.0
2025-02-24,000977,0.0
2025-02-24,000938,0.0
2025-02-24,603019,0.0
2025-02-24,600100,0.0
2025-02-24,002261,0.0
2025-02-24,300857,0.0005
2025-02-24,300442,0.0
2025-02-24,300383,0.0015
2025-02-24,002230,0.0
2025-02-24,300418,0.0
2025-02-24,300002,0.0
2025-02-24,688615,0.0
2025-02-24,002555,0.0
2025-02-24,002415,0.0
2025-02-24,002236,0.0
2025-02-24,688322,0.0
2025-02-24,688475,0.0
2025-02-24,300454,0.0
2025-02-24,002065,0.0
2025-02-24,002152,0.0
2025-02-24,600845,0.0
2025-02-24,688568,0.0
2025-02-24,000032,0.0
2025-02-24,600536,0.0
2025-02-24,688111,0.0
2025-02-24,600588,0.0
2025-02-24,300496,0.0
2025-02-24,601360,0.0
2025-02-24,002920,0.0
2025-02-24,600699,0.0
2025-02-24,603486,0.0
2025-02-24,688169,0.0
2025-02-24,002402,0.0
2025-02-25,688256,0.0004
2025-02-25,688008,0.0
2025-02-25,688385,0.0
2025-02-25,688521,0.0
2025-02-25,300474,0.0
2025-02-25,603893,0.0
2025-02-25,300223,0.0
2025-02-25,301536,0.0
2025-02-25,300458,0.0
2025-02-25,603160,0.0
2025-02-25,688018,0.0
2025-02-25,688099,0.0
2025-02-25,688608,0.0035
2025-02-25,603501,0.0143
2025-02-25,002281,0.0
2025-02-25,300502,0.0
2025-02-25,300308,0.0
2025-02-25,000977,0.0
2025-02-25,000938,0.7506
2025-02-25,603019,0.0
2025-02-25,600100,0.7506
2025-02-25,002261,0.0
2025-02-25,300857,0.0004
2025-02-25,300442,0.0
2025-02-25,300383,0.0012
2025-02-25,002230,0.0
2025-02-25,300418,0.0
2025-02-25,300002,0.0
2025-02-25,688615,0.0
2025-02-25,002555,0.0
2025-02-25,002415,0.0
2025-02-25,002236,0.0
2025-02-25,688322,0.0
2025-02-25,688475,0.0
2025-02-25,300454,0.0
2025-02-25,002065,0.0
2025-02-25,002152,0.0
2025-02-25,600845,0.0
2025-02-25,688568,0.0
2025-02-25,000032,0.0
2025-02-25,600536,0.0
2025-02-25,688111,0.0
2025-02-25,600588,0.0
2025-02-25,300496,0.0
2025-02-25,601360,0.0
2025-02-25,002920,0.0
2025-02-25,600699,0.0
2025-02-25,603486,0.0
2025-02-25,688169,0.0
2025-02-25,002402,0.0
2025-02-26,688256,0.0003
2025-02-26,688008,0.0
2025-02-26,688385,0.0
2025-02-26,688521,0.0
2025-02-26,300474,0.0
2025-02-26,603893,0.0
2025-02-26,300223,0.0
2025-02-26,301536,0.0
2025-02-26,300458,0.0
2025-02-26,603160,0.0
2025-02-26,688018,0.0
2025-02-26,688099,0.0
2025-02-26,688608,0.0028
2025-02-26,603501,0.0115
2025-02-26,002281,0.0
2025-02-26,300502,0.0
2025-02-26,300308,0.0
2025-02-26,000977,0.0
2025-02-26,000938,0.7024
2025-02-26,603019,0.0
2025-02-26,600100,0.7024
2025-02-26,002261,0.4571
2025-02-26,300857,0.0003
2025-02-26,300442,0.0
2025-02-26,300383,0.001
2025-02-26,002230,0.0
2025-02-26,300418,0.0
2025-02-26,300002,0.0
2025-02-26,688615,0.0
2025-02-26,002555,0.0
2025-02-26,002415,0.0
2025-02-26,002236,0.0
2025-02-26,688322,0.0
2025-02-26,688475,0.0
2025-02-26,300454,0.0
2025-02-26,002065,0.0
2025-02-26,002152,0.0
2025-02-26,600845,0.9446
2025-02-26,688568,0.0
2025-02-26,000032,0.555
2025-02-26,600536,0.0
2025-02-26,688111,0.0
2025-02-26,600588,0.0
2025-02-26,300496,0.0
2025-02-26,601360,0.0
2025-02-26,002920,0.0
2025-02-26,600699,0.0
2025-02-26,603486,0.0
2025-02-26,688169,0.0
2025-02-26,002402,0.0
2025-02-27,688256,0.0002
2025-02-27,688008,0.0
2025-02-27,688385,0.0
2025-02-27,688521,0.0
2025-02-27,300474,0.0
2025-02-27,603893,0.0
2025-02-27,300223,0.0
2025-02-27,301536,0.0
2025-02-27,300458,0.0
2025-02-27,603160,0.0
2025-02-27,688018,0.0
2025-02-27,688099,0.0
2025-02-27,688608,0.0022
2025-02-27,603501,0.0093
2025-02-27,002281,0.0
2025-02-27,300502,0.0
2025-02-27,300308,0.0
2025-02-27,000977,0.0
2025-02-27,000938,0.6553
2025-02-27,603019,0.0
2025-02-27,600100,0.6553
2025-02-27,002261,0.4153
2025-02-27,300857,0.0002
2025-02-27,300442,0.0
2025-02-27,300383,0.0008
2025-02-27,002230,0.0
2025-02-27,300418,0.0
2025-02-27,300002,0.0
2025-02-27,688615,0.0
2025-02-27,002555,0.0
2025-02-27,002415,0.0
2025-02-27,002236,0.0
2025-02-27,688322,0.0
2025-02-27,688475,0.0
2025-02-27,300454,0.0
2025-02-27,002065,0.0
2025-02-27,002152,0.0
2025-02-27,600845,0.891
2025-02-27,688568,0.0
2025-02-27,000032,0.511
2025-02-27,600536,0.0
2025-02-27,688111,0.0
2025-02-27,600588,0.0
2025-02-27,300496,0.0
2025-02-27,601360,0.0
2025-02-27,002920,0.0
2025-02-27,600699,0.0
2025-02-27,603486,0.0
2025-02-27,688169,0.0
2025-02-27,002402,0.0
2025-02-28,688256,0.0002
2025-02-28,688008,0.0
2025-02-28,688385,0.0
2025-02-28,688521,0.0
2025-02-28,300474,0.0
2025-02-28,603893,0.0
2025-02-28,300223,0.0
2025-02-28,301536,0.0
2025-02-28,300458,0.0
2025-02-28,603160,0.0
2025-02-28,688018,0.0
2025-02-28,688099,0.0
2025-02-28,688608,0.0018
2025-02-28,603501,0.0074
2025-02-28,002281,0.0
2025-02-28,300502,0.0
2025-02-28,300308,0.0
2025-02-28,000977,0.0
2025-02-28,000938,0.6092
2025-02-28,603019,0.0
2025-02-28,600100,0.6092
2025-02-28,002261,0.3746
2025-02-28,300857,0.0002
2025-02-28,300442,0.0
2025-02-28,300383,0.0006
2025-02-28,002230,0.0
2025-02-28,300418,0.0
2025-02-28,300002,0.0
2025-02-28,688615,0.0
2025-02-28,002555,0.0
2025-02-28,002415,0.0
2025-02-28,002236,0.0
2025-02-28,688322,0.0
2025-02-28,688475,0.0
2025-02-28,300454,0.0
2025-02-28,002065,0.0
2025-02-28,002152,0.0
2025-02-28,600845,0.8391
2025-02-28,688568,0.0
2025-02-28,000032,0.4678
2025-02-28,600536,0.0
2025-02-28,688111,0.0
2025-02-28,600588,0.0
2025-02-28,300496,0.0
2025-02-28,601360,0.0
2025-02-28,002920,0.0
2025-02-28,600699,0.0
2025-02-28,603486,0.0
2025-02-28,688169,0.0
2025-02-28,002402,0.0
2025-03-01,688256,0.0002
2025-03-01,688008,0.0
2025-03-01,688385,0.0
2025-03-01,688521,0.0
2025-03-01,300474,0.0
2025-03-01,603893,0.0
2025-03-01,300223,0.0
2025-03-01,301536,0.0
2025-03-01,300458,0.0
2025-03-01,603160,0.0
2025-03-01,688018,0.0
2025-03-01,688099,0.0
2025-03-01,688608,0.0014
2025-03-01,603501,0.006
2025-03-01,002281,0.0
2025-03-01,300502,0.0
2025-03-01,300308,0.0
2025-03-01,000977,0.0
2025-03-01,000938,0.5641
2025-03-01,603019,0.0
2025-03-01,600100,0.5641
2025-03-01,002261,0.3354
2025-03-01,300857,0.0002
2025-03-01,300442,0.0
2025-03-01,300383,0.0005
2025-03-01,002230,0.0
2025-03-01,300418,0.0
2025-03-01,300002,0.0
2025-03-01,688615,0.0
2025-03-01,002555,0.0
2025-03-01,002415,0.0
2025-03-01,002236,0.0
2025-03-01,688322,0.0
2025-03-01,688475,0.0
2025-03-01,300454,0.0
2025-03-01,002065,0.0
2025-03-01,002152,0.0
2025-03-01,600845,0.7887
2025-03-01,688568,0.0
2025-03-01,000032,0.4257
2025-03-01,600536,0.0
2025-03-01,688111,0.0
2025-03-01,600588,0.0
2025-03-01,300496,0.0
2025-03-01,601360,0.0
2025-03-01,002920,0.0
2025-03-01,600699,0.0
2025-03-01,603486,0.0
2025-03-01,688169,0.0
2025-03-01,002402,0.0
2025-03-02,688256,0.0001
2025-03-02,688008,0.0
2025-03-02,688385,0.0
2025-03-02,688521,0.0
2025-03-02,300474,0.0
2025-03-02,603893,0.0
2025-03-02,300223,0.0
2025-03-02,301536,0.0
2025-03-02,300458,0.0
2025-03-02,603160,0.0
2025-03-02,688018,0.0
2025-03-02,688099,0.0
2025-03-02,688608,0.0011
2025-03-02,603501,0.0048
2025-03-02,002281,0.0
2025-03-02,300502,0.0
2025-03-02,300308,0.0
2025-03-02,000977,0.0
2025-03-02,000938,0.5198
2025-03-02,603019,0.0
2025-03-02,600100,0.5198
2025-03-02,002261,0.2978
2025-03-02,300857,0.0001
2025-03-02,300442,0.0
2025-03-02,300383,0.0004
2025-03-02,002230,0.0
2025-03-02,300418,0.0
2025-03-02,300002,0.0
2025-03-02,688615,0.0
2025-03-02,002555,0.0
2025-03-02,002415,0.0
2025-03-02,002236,0.0
2025-03-02,688322,0.0
2025-03-02,688475,0.0
2025-03-02,300454,0.0
2025-03-02,002065,0.0
2025-03-02,002152,0.0
2025-03-02,600845,0.7396
2025-03-02,688568,0.0
2025-03-02,000032,0.3848
2025-03-02,600536,0.0
2025-03-02,688111,0.0
2025-03-02,600588,0.0
2025-03-02,300496,0.0
2025-03-02,601360,0.0
2025-03-02,002920,0.0
2025-03-02,600699,0.0
2025-03-02,603486,0.0
2025-03-02,688169,0.0
2025-03-02,002402,0.0
2025-03-03,688256,0.0001
2025-03-03,688008,0.0
2025-03-03,688385,0.0
2025-03-03,688521,0.0
2025-03-03,300474,0.0
2025-03-03,603893,0.0
2025-03-03,300223,0.0
2025-03-03,301536,0.0
2025-03-03,300458,0.0
2025-03-03,603160,0.0
2025-03-03,688018,0.0
2025-03-03,688099,0.0
2025-03-03,688608,0.0009
2025-03-03,603501,0.0038
2025-03-03,002281,0.0
2025-03-03,300502,0.0
2025-03-03,300308,0.0
2025-03-03,000977,0.0
2025-03-03,000938,0.4765
2025-03-03,603019,0.0
2025-03-03,600100,0.4765
2025-03-03,002261,0.262
2025-03-03,300857,0.0001
2025-03-03,300442,0.0
2025-03-03,300383,0.0003
2025-03-03,002230,0.0
2025-03-03,300418,0.0
2025-03-03,300002,0.0
2025-03-03,688615,0.0
2025-03-03,002555,0.0
2025-03-03,002415,0.0
2025-03-03,002236,0.0
2025-03-03,688322,0.0
2025-03-03,688475,0.0
2025-03-03,300454,0.0
2025-03-03,002065,0.0
2025-03-03,002152,0.0
2025-03-03,600845,0.6917
2025-03-03,688568,0.0
2025-03-03,000032,0.3451
2025-03-03,600536,0.0
2025-03-03,688111,0.0
2025-03-03,600588,0.0
2025-03-03,300496,0.0
2025-03-03,601360,0.0
2025-03-03,002920,0.0
2025-03-03,600699,0.0
2025-03-03,603486,0.0
2025-03-03,688169,0.0
2025-03-03,002402,0.0
2025-03-04,688256,0.0001
2025-03-04,688008,0.0
2025-03-04,688385,0.0
2025-03-04,688521,0.0
2025-03-04,300474,0.0
2025-03-04,603893,0.0
2025-03-04,300223,0.0
2025-03-04,301536,0.0
2025-03-04,300458,0.0
2025-03-04,603160,0.0
2025-03-04,688018,0.0
2025-03-04,688099,0.0
2025-03-04,688608,0.0007
2025-03-04,603501,0.0031
2025-03-04,002281,0.0
2025-03-04,300502,0.0
2025-03-04,300308,0.0
2025-03-04,000977,0.0
2025-03-04,000938,0.4342
2025-03-04,603019,0.0
2025-03-04,600100,0.4342
2025-03-04,002261,0.2285
2025-03-04,300857,0.0001
2025-03-04,300442,0.0
2025-03-04,300383,0.0003
2025-03-04,002230,0.0
2025-03-04,300418,0.0
2025-03-04,300002,0.0
2025-03-04,688615,0.0
2025-03-04,002555,0.0
2025-03-04,002415,0.0
2025-03-04,002236,0.0
2025-03-04,688322,0.0
2025-03-04,688475,0.0
2025-03-04,300454,0.0
2025-03-04,002065,0.0
2025-03-04,002152,0.0
2025-03-04,600845,0.6448
2025-03-04,688568,0.0
2025-03-04,000032,0.3071
2025-03-04,600536,0.0
2025-03-04,688111,0.0
2025-03-04,600588,0.0
2025-03-04,300496,0.0
2025-03-04,601360,0.0
2025-03-04,002920,0.0
2025-03-04,600699,0.0
2025-03-04,603486,0.0
2025-03-04,688169,0.0
2025-03-04,002402,0.0
2025-03-05,688256,0.0001
2025-03-05,688008,0.0
2025-03-05,688385,0.0
2025-03-05,688521,0.0
2025-03-05,300474,0.0
2025-03-05,603893,0.0
2025-03-05,300223,0.0
2025-03-05,301536,0.0
2025-03-05,300458,0.0
2025-03-05,603160,0.0
2025-03-05,688018,0.0
2025-03-05,688099,0.0
2025-03-05,688608,0.0006
2025-03-05,603501,0.0025
2025-03-05,002281,0.0
2025-03-05,300502,0.0
2025-03-05,300308,0.0
2025-03-05,000977,0.0
2025-03-05,000938,0.393
2025-03-05,603019,0.0
2025-03-05,600100,0.393
2025-03-05,002261,0.1975
2025-03-05,300857,0.0001
2025-03-05,300442,0.0
2025-03-05,300383,0.0002
2025-03-05,002230,0.0
2025-03-05,300418,0.0
2025-03-05,300002,0.0
2025-03-05,688615,0.0
2025-03-05,002555,0.0
2025-03-05,002415,0.0
2025-03-05,002236,0.0
2025-03-05,688322,0.0
2025-03-05,688475,0.0
2025-03-05,300454,0.0
2025-03-05,002065,0.0
2025-03-05,002152,0.0
2025-03-05,600845,0.5989
2025-03-05,688568,0.0
2025-03-05,000032,0.2709
2025-03-05,600536,0.0
2025-03-05,688111,0.0
2025-03-05,600588,0.0
2025-03-05,300496,0.0
2025-03-05,601360,0.0
2025-03-05,002920,0.0
2025-03-05,600699,0.0
2025-03-05,603486,0.0
2025-03-05,688169,0.0
2025-03-05,002402,0.0
2025-03-06,688256,0.0001
2025-03-06,688008,0.0
2025-03-06,688385,0.0
2025-03-06,688521,0.0
2025-03-06,300474,0.0
2025-03-06,603893,0.0
2025-03-06,300223,0.0
2025-03-06,301536,0.0
2025-03-06,300458,0.0
2025-03-06,603160,0.0
2025-03-06,688018,0.0
2025-03-06,688099,0.0
2025-03-06,688608,0.0005
2025-03-06,603501,0.002
2025-03-06,002281,0.0
2025-03-06,300502,0.0
2025-03-06,300308,0.0
2025-03-06,000977,0.0
2025-03-06,000938,0.353
2025-03-06,603019,0.0
2025-03-06,600100,0.353
2025-03-06,002261,0.1691
2025-03-06,300857,0.0001
2025-03-06,300442,0.0
2025-03-06,300383,0.0002
2025-03-06,002230,0.0
2025-03-06,300418,0.0
2025-03-06,300002,0.0
2025-03-06,688615,0.0
2025-03-06,002555,0.0
2025-03-06,002415,0.0
2025-03-06,002236,0.0
2025-03-06,688322,0.0
2025-03-06,688475,0.0
2025-03-06,300454,0.0
2025-03-06,002065,0.0
2025-03-06,002152,0.0
2025-03-06,600845,0.554
2025-03-06,688568,0.0
2025-03-06,000032,0.2368
2025-03-06,600536,0.0
2025-03-06,688111,0.0
2025-03-06,600588,0.0
2025-03-06,300496,0.0
2025-03-06,601360,0.0
2025-03-06,002920,0.0
2025-03-06,600699,0.0
2025-03-06,603486,0.0
2025-03-06,688169,0.0
2025-03-06,002402,0.0
2025-03-07,688256,0.0
2025-03-07,688008,0.0
2025-03-07,688385,0.0
2025-03-07,688521,0.0
2025-03-07,300474,0.0
2025-03-07,603893,0.0
2025-03-07,300223,0.0
2025-03-07,301536,0.0
2025-03-07,300458,0.0
2025-03-07,603160,0.0
2025-03-07,688018,0.0
2025-03-07,688099,0.0
2025-03-07,688608,0.0004
2025-03-07,603501,0.0016
2025-03-07,002281,0.0
2025-03-07,300502,0.0
2025-03-07,300308,0.0
2025-03-07,000977,0.0
2025-03-07,000938,0.3146
2025-03-07,603019,0.653
2025-03-07,600100,0.3146
2025-03-07,002261,0.9446
2025-03-07,300857,0.0
2025-03-07,300442,0.0
2025-03-07,300383,0.0001
2025-03-07,002230,0.0
2025-03-07,300418,0.0
2025-03-07,300002,0.0
2025-03-07,688615,0.555
2025-03-07,002555,0.0
2025-03-07,002415,0.0
2025-03-07,002236,0.0
2025-03-07,688322,0.0
2025-03-07,688475,0.0
2025-03-07,300454,0.9446
2025-03-07,002065,0.0
2025-03-07,002152,0.0
2025-03-07,600845,0.5099
2025-03-07,688568,0.0
2025-03-07,000032,0.2051
2025-03-07,600536,0.0
2025-03-07,688111,0.0
2025-03-07,600588,0.653
2025-03-07,300496,0.0
2025-03-07,601360,0.0
2025-03-07,002920,0.0
2025-03-07,600699,0.0
2025-03-07,603486,0.0
2025-03-07,688169,0.0
2025-03-07,002402,0.0
2025-03-08,688256,0.0
2025-03-08,688008,0.0
2025-03-08,688385,0.0
2025-03-08,688521,0.0
2025-03-08,300474,0.0
2025-03-08,603893,0.0
2025-03-08,300223,0.0
2025-03-08,301536,0.0
2025-03-08,300458,0.0
2025-03-08,603160,0.0
2025-03-08,688018,0.0
2025-03-08,688099,0.0
2025-03-08,688608,0.0003
2025-03-08,603501,0.0013
2025-03-08,002281,0.0
2025-03-08,300502,0.0
2025-03-08,300308,0.0
2025-03-08,000977,0.0
2025-03-08,000938,0.278
2025-03-08,603019,0.6069
2025-03-08,600100,0.278
2025-03-08,002261,0.891
2025-03-08,300857,0.0
2025-03-08,300442,0.0
2025-03-08,300383,0.0001
2025-03-08,002230,0.0
2025-03-08,300418,0.0
2025-03-08,300002,0.0
2025-03-08,688615,0.511
2025-03-08,002555,0.0
2025-03-08,002415,0.0
2025-03-08,002236,0.0
2025-03-08,688322,0.0
2025-03-08,688475,0.0
2025-03-08,300454,0.891
2025-03-08,002065,0.0
2025-03-08,002152,0.0
2025-03-08,600845,0.4668
2025-03-08,688568,0.0
2025-03-08,000032,0.176
2025-03-08,600536,0.0
2025-03-08,688111,0.0
2025-03-08,600588,0.6069
2025-03-08,300496,0.0
2025-03-08,601360,0.0
2025-03-08,002920,0.0
2025-03-08,600699,0.0
2025-03-08,603486,0.0
2025-03-08,688169,0.0
2025-03-08,002402,0.0
2025-03-09,688256,0.0
2025-03-09,688008,0.0
2025-03-09,688385,0.0
2025-03-09,688521,0.0
2025-03-09,300474,0.0
2025-03-09,603893,0.0
2025-03-09,300223,0.0
2025-03-09,301536,0.0
2025-03-09,300458,0.0
2025-03-09,603160,0.0
2025-03-09,688018,0.0
2025-03-09,688099,0.0
2025-03-09,688608,0.0002
2025-03-09,603501,0.001
2025-03-09,002281,0.0
2025-03-09,300502,0.0
2025-03-09,300308,0.0
2025-03-09,000977,0.0
2025-03-09,000938,0.2435
2025-03-09,603019,0.5618
2025-03-09,600100,0.2435
2025-03-09,002261,0.8391
2025-03-09,300857,0.0
2025-03-09,300442,0.0
2025-03-09,300383,0.0001
2025-03-09,002230,0.0
2025-03-09,300418,0.0
2025-03-09,300002,0.0
2025-03-09,688615,0.4678
2025-03-09,002555,0.0
2025-03-09,002415,0.0
2025-03-09,002236,0.0
2025-03-09,688322,0.0
2025-03-09,688475,0.0
2025-03-09,300454,0.8391
2025-03-09,002065,0.0
2025-03-09,002152,0.0
2025-03-09,600845,0.4247
2025-03-09,688568,0.0
2025-03-09,000032,0.1497
2025-03-09,600536,0.0
2025-03-09,688111,0.0
2025-03-09,600588,0.5618
2025-03-09,300496,0.0
2025-03-09,601360,0.0
2025-03-09,002920,0.0
2025-03-09,600699,0.0
2025-03-09,603486,0.0
2025-03-09,688169,0.0
2025-03-09,002402,0.0
2025-03-10,688256,0.0
2025-03-10,688008,0.0
2025-03-10,688385,0.0
2025-03-10,688521,0.0
2025-03-10,300474,0.0
2025-03-10,603893,0.0
2025-03-10,300223,0.0
2025-03-10,301536,0.0
2025-03-10,300458,0.0
2025-03-10,603160,0.0
2025-03-10,688018,0.0
2025-03-10,688099,0.0
2025-03-10,688608,0.0002
2025-03-10,603501,0.0008
2025-03-10,002281,0.0
2025-03-10,300502,0.0
2025-03-10,300308,0.0
2025-03-10,000977,0.0
2025-03-10,000938,0.2113
2025-03-10,603019,0.5176
2025-03-10,600100,0.2113
2025-03-10,002261,0.7887
2025-03-10,300857,0.0
2025-03-10,300442,0.0
2025-03-10,300383,0.0001
2025-03-10,002230,0.0
2025-03-10,300418,0.0
2025-03-10,300002,0.0
2025-03-10,688615,0.4257
2025-03-10,002555,0.0
2025-03-10,002415,0.0
2025-03-10,002236,0.0
2025-03-10,688322,0.0
2025-03-10,688475,0.0
2025-03-10,300454,0.7887
2025-03-10,002065,0.0
2025-03-10,002152,0.0
2025-03-10,600845,0.3838
2025-03-10,688568,0.0
2025-03-10,000032,0.1263
2025-03-10,600536,0.0
2025-03-10,688111,0.0
2025-03-10,600588,0.5176
2025-03-10,300496,0.0
2025-03-10,601360,0.0
2025-03-10,002920,0.0
2025-03-10,600699,0.0
2025-03-10,603486,0.0
2025-03-10,688169,0.0
2025-03-10,002402,0.0
2025-03-11,688256,0.0
2025-03-11,688008,0.0
2025-03-11,688385,0.0
2025-03-11,688521,0.0
2025-03-11,300474,0.0
2025-03-11,603893,0.0
2025-03-11,300223,0.0
2025-03-11,301536,0.0
2025-03-11,300458,0.0
2025-03-11,603160,0.0
2025-03-11,688018,0.0
2025-03-11,688099,0.0
2025-03-11,688608,0.0002
2025-03-11,603501,0.0006
2025-03-11,002281,0.0
2025-03-11,300502,0.0
2025-03-11,300308,0.0
2025-03-11,000977,0.0
2025-03-11,000938,0.1817
2025-03-11,603019,0.4743
2025-03-11,600100,0.1817
2025-03-11,002261,0.7396
2025-03-11,300857,0.0
2025-03-11,300442,0.0
2025-03-11,300383,0.0001
2025-03-11,002230,0.0
2025-03-11,300418,0.0
2025-03-11,300002,0.0
2025-03-11,688615,0.3848
2025-03-11,002555,0.0
2025-03-11,002415,0.0
2025-03-11,002236,0.0
2025-03-11,688322,0.0
2025-03-11,688475,0.0
2025-03-11,300454,0.7396
2025-03-11,002065,0.0
2025-03-11,002152,0.0
2025-03-11,600845,0.3442
2025-03-11,688568,0.0
2025-03-11,000032,0.1057
2025-03-11,600536,0.0
2025-03-11,688111,0.0
2025-03-11,600588,0.4743
2025-03-11,300496,0.0
2025-03-11,601360,0.0
2025-03-11,002920,0.0
